municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Loeches,0.2767017155506365,0.706875753920386,0.87,0.5012278024654164,0.5346862797193781,0.5,0.53
Manzanares el Real,0.14602803738317757,0.6674909529553679,0.64,,0.7159754122306059,,0.54
Meco,0.08585164835164835,0.7092279855247287,0.75,0.5137923747360922,0.5525440093382574,0.52,0.54
Miraflores de la Sierra,0.463821892393321,0.6568154402895054,0.68,0.6579801961166556,0.5806679885024028,0.61,0.5
Molar (El),0.14509576320371445,0.6578407720144754,0.72,0.5371329479521374,0.6495031960592133,0.58,0.53
Molinos (Los),0.4118616144975287,0.7237635705669482,0.61,0.5652247516587261,0.6207386346110814,0.58,0.55
Moraleja de Enmedio,0.25773195876288674,0.6582629674306393,0.74,0.5192719197760723,0.6166892223518162,0.56,0.58
Moralzarzal,0.20128824476650564,0.6558504221954162,0.63,0.6259267471733058,0.8686593485776172,0.74,0.59
Morata de Tajuña,0.19319938176197834,0.6651990349819059,0.79,0.5,0.5701051747787094,0.52,0.68
Navacerrada,0.536480686695279,0.6905910735826297,0.57,,0.6340977319222441,,0.56
Navalafuente,,0.7165259348612787,0.79,,0.7432867459042769,,0.6
Navalagamella,,0.6860072376357057,0.65,,0.5660482349727518,,0.53
Navalcarnero,0.22404779686333084,0.6779252110977081,0.57,,0.5371317836244375,,0.65
Navas del Rey,0.5,0.6860675512665864,0.64,0.6084307482111398,0.628861322321389,0.61,0.78
Nuevo Baztán,0.4807692307692307,0.711037394451146,0.56,,0.6831609177536563,,
Olmeda de las Fuentes,,0.7221954161640531,0.67,0.5957369191803367,0.614414739702694,0.59,0.72
Orusco de Tajuña,,0.6911942098914355,0.82,,0.7856807611308292,,1.0
Pedrezuela,,0.7380579010856454,0.57,,0.5282397463604813,,0.72
Perales de Tajuña,0.4798464491362765,0.7384800965018095,0.73,0.5412188949988609,0.5346510644631453,0.53,
Pezuela de las Torres,,0.7285283474065138,0.57,,0.6834135350140673,,0.59
Pozuelo del Rey,,0.6788299155609168,0.61,,0.7971731697068924,,
Quijorna,,0.6899879372738239,0.62,,0.5914694433461696,,0.63
Redueña,,0.7101326899879373,0.65,0.5075923215009395,0.5655592517140717,0.52,
Ribatejada,,0.9,0.76,,0.8851258349150234,,0.76
San Agustín del Guadalix,0.09002520705797624,0.6855247285886611,0.64,,0.6009217049148083,,0.64
San Lorenzo de El Escorial,2.5773697063384606,0.7117611580217129,0.86,0.5781648483116412,0.5570371842928825,0.56,0.77
San Martín de la Vega,1.4457107126025284,0.6477683956574185,0.75,0.5247615641972887,0.560236410068864,0.53,0.55
Santorcaz,,0.680518697225573,0.56,0.566674511557645,0.6354669516469333,0.59,0.56
Santos de la Humosa (Los),,0.6619420989143546,0.61,,0.6436274152400181,,
Serranillos del Valle,,0.6749698431845597,0.65,,0.5843626842909138,,0.69
Sevilla la Nueva,0.13513513513513514,0.7338359469240049,0.66,,0.7259139647824209,,0.79
Soto del Real,0.3620564808110065,0.7227985524728588,0.66,0.5623751179759513,0.5827907886344093,0.56,0.59
Talamanca de Jarama,,0.7427020506634501,0.82,0.5318645747691985,0.5955287129132434,0.55,0.84
Tielmes,0.5434782608695653,0.6563932448733414,0.68,,0.5827067327043682,,0.95
Titulcia,1.1848341232227488,0.6631483715319662,0.56,,0.6132895719030909,,
Torrejón de Velasco,0.2815315315315315,0.6877563329312425,0.6,,0.6258059374954723,,
Torrelaguna,0.5875440658049352,0.696139927623643,0.62,,0.6771180738500384,,0.58
Torres de la Alameda,0.1874062968515742,0.6798552472858866,0.62,,0.6571551607430943,,0.75
Valdaracete,,0.6673100120627262,0.6,,0.7084940829700104,,
Valdeavero,0.8038585209003215,0.6214113389626056,0.57,,0.617755156366434,,
Valdelaguna,,0.6968033775633293,0.65,,0.6931417285003508,,0.58
Valdemorillo,0.10584250635055037,0.601869722557298,0.58,,0.683980202982217,,
Valdeolmos-Alalpardo,0.26881720430107525,0.6860072376357057,0.76,0.5683225190337798,0.5900050224810327,0.57,0.52
Valdepiélagos,,0.7078407720144753,0.8,0.6050100724063749,0.556570291236578,0.57,
Valdetorres de Jarama,0.32383419689119175,0.7994571773220748,0.61,,0.7232515222906176,,0.67
Valdilecha,0.45620437956204374,0.7340168878166466,0.66,0.5788742594569739,0.6489809764906909,0.6,
Valverde de Alcalá,,0.6883594692400483,0.56,,0.6368498376493954,,0.83
Vellón (El),,0.6,0.68,,0.5602016637726108,,0.67
Venturada,,0.8319059107358263,0.61,,0.5998812299747309,,0.53
Villaconejos,0.470809792843691,0.7044632086851629,1.0,,0.5981913867549059,,0.53
Villalbilla,0.0724217844727694,0.6500000000000001,0.5,,0.8423542325290293,,0.58
Villamanta,0.573394495412844,0.681664656212304,0.79,,0.5593092350764961,,0.82
Villamantilla,,0.7015078407720144,0.59,,0.7576268853504108,,0.62
Villanueva de Perales,,0.6884800965018094,0.66,,0.5259970786722694,,
Villanueva de la Cañada,1.7591687889007155,0.6957177322074789,0.65,0.5939676966703098,0.6763990014985183,0.63,0.62
Villar del Olmo,,0.726658624849216,0.92,0.6046133326165183,0.5532181165864567,0.57,0.57
Villarejo de Salvanés,0.5822981366459627,0.7031363088057901,0.71,,0.5769828137550307,,0.51
