municipio_nombre,Centros Escolares Subindex,Contratos Subindex,Índice de Calidad del Empleo,Contratos por Tipo de Servicio Subindex,Unidades Productivas Subindex,Índice de Diversidad Económica,Índice de Igualdad Económica
Valdeolmos-Alalpardo,0.26881720430107525,0.6821283509341999,0.75,0.5969050326116947,0.5824876324049366,0.58,0.53
Valdepiélagos,,0.6242079610073111,0.79,0.64348734625793,0.5453550811500383,0.59,
Valdetorres de Jarama,0.32383419689119175,0.8013809910641755,0.61,,0.6738210252516277,,0.67
Valdilecha,0.45620437956204374,0.7995938261575956,0.64,0.5893739993806741,0.6289256461631806,0.6,
Valverde de Alcalá,,0.7089358245329,0.54,,0.6497198643531064,,0.83
Vellón (El),,0.6279447603574331,0.68,,0.5518451778860003,,0.67
Venturada,,0.6813160032493907,0.6,,0.6084453318654544,,0.53
Villaconejos,0.470809792843691,0.6805848903330626,1.0,,0.6457912085223523,,0.53
Villalbilla,0.0724217844727694,0.626157595450853,0.5,,0.7997744644703686,,0.58
Villamanta,0.573394495412844,0.727944760357433,0.79,,0.5456866834115839,,0.82
Villamantilla,,0.6857026807473598,0.58,,0.738707512597423,,0.62
Villanueva de Perales,,0.6864337936636881,0.62,,0.5513620162733924,,
Villanueva de la Cañada,1.7591687889007155,0.7783103168155971,0.63,0.6074367627098836,0.6759478764964533,0.63,0.62
Villar del Olmo,,0.7768480909829407,0.92,0.6816431836754169,0.5400494549277661,0.6,0.57
Villarejo de Salvanés,0.5822981366459627,0.7298943948009748,0.68,,0.6038869320987618,,0.52
